URL,Title,Address,Description,Compensation,Employment Type
https://newyork.craigslist.org/mnh/egr/d/mechanical-engineer-drafting/6508772778.html,MECHANICAL ENGINEER Drafting,Midtown,"To work from PDF plans and CAD background files and specification to create detailed AutoCAD Shop Drawings. There are 49 Arch E1-sized (30 x 42) mechanical drawings for the project.  Mechanical Specifications are approx. 460 pages. Deliverables: pipe, sheet metal, ductwork in 2D, Mechanical Rooms in 2D & 3D (Revit model).

The VRF system must follow manufacturer's drawings, installation manual, and other critical data without exception.

Please present background information to demonstrate ability to perform the work above.",to be negotiated,contract
https://newyork.craigslist.org/mnh/egr/d/systems-engineers/6507919508.html,Systems Engineers,"New York, NY","Cisco Systems, Inc. is accepting resumes for the following positions in New York, NY: Systems Engineer (Ref. #NY010A): Provide business-level guidance to the account team or operation on technology trends and competitive threats, both at a technical and business level. Systems Engineer (Ref. #NY110A): Provide business-level guidance to the account team or operation on technology trends and competitive threats, both at a technical and business level. Telecommuting permitted. Systems Engineer (Ref. #NY210A): Provide business-level guidance to the account team or operation on technology trends and competitive threats, both at a technical and business level. Travel may be required to various unanticipated locations throughout the United States. Systems Engineer (Ref. #NY310A): Provide business-level guidance to the account team or operation on technology trends and competitive threats, both at a technical and business level. Telecommuting permitted and travel may be required to various unanticipated locations throughout the United States.

Please mail resumes with reference number to Cisco Systems, Inc., Attn: G51G, 170 W. Tasman Drive, Mail Stop: SJC 5/1/4, San Jose, CA 95134.  No phone calls please.  Must be legally authorized to work in the U.S. without sponsorship.  EOE.  
www.cisco.com/",Not Specified,full-time
https://newyork.craigslist.org/brk/egr/d/drafter-position-available/6494942450.html,Drafter Position Available- Bilingual Russian (MUST),,"Architecture company is looking for an experienced drafter/ junior architect to work full-time in the office located in Brooklyn. 
Our drafters work with the clients from the design phase to the sign-off. Strong understanding of the NYC Building Codes is crucial, however, we provide training. It is a fast-paced office, and we expect the employees to have knowledge and understanding of the processes involved in getting a project approved.
Experience with renderings (particularly 3D Max) is a plus. However training will be provided.
Please include resume and portfolio/samples that reflect your creativity.",Based on experience,full-time
https://newyork.craigslist.org/mnh/egr/d/interior-designer-architect/6495107199.html,Interior Designer / Architect Assistant,East Village,"Small Interior and Architectural Design firm with residential and commercial projects in NY and  other cities around the world is  looking for an entry to mid level responsible professional with relevant experience. 
Someone passionate about interior design, serious, focused, talented and fully committed. 
Applicants with backgrounds in interior design and a strong architectural foundation would be best suited.
Small friendly environment. Based around Astor Place in Manhattan. Direct contact with principal. Perfect opportunity to develop your design skills.
Essential tasks/ skills: 3D rendering,  AutoCad, sourcing furniture and equipment,
creating beautiful presentations, spreadsheets, job-site management, showroom research, budget control, orders and deliveries.
Applicants must currently live in NY and be fluent in English; basic knowledge of Spanish and/or metric system would help but is not essential.
Compensation: $15 per hr. 
Part time or full time - 30 hrs per week minimum.
Applicant should feel comfortable working on her/his own, being pro-active and self motivated is very important. 
Good taste, punctuality, availability, commitment to deliver on time and efficiency are key to this work opportunity. 
Please send brief resume and portfolio only if your work is relevant and if you are ready to start. 
Thanks.",$15 / hr,employee's choice
https://newyork.craigslist.org/mnh/egr/d/procurement-project-manager/6495070792.html,Procurement Project Manager with Design/Architecture background needed,Midtown East,"An Interior Finish and FF+E supply company is looking for a qualified and experienced candidate to manage projects throughout the stages of material sourcing, procurement, design consultation, and material installation. This position will serve as the main liaison between our clients and the factories and vendors we work with.
Our typical projects include hotels, high rise residential towers, and apartment complexes. We work with developers and architects to source high quality and unique finishes from global sources.

The Procurement Project Manager will be responsible for:
Bidding, planning, execution and closing of any project brought to the company.
Determination and implementation of clients' needs based on knowledge of the firm, project description and scope of work
Provide the bridging gap between the factory production team and the client.
Handling of all project submittals to and from the client and factories
Providing a Material Take-off to identify and quantify all the materials that are required to accomplish the design/project.
Prepare in a timely fashion the definitive cost estimates based on the design package and take off of the project scope by itemizing it into line items with measured quantities.
Providing and/or reviewing Quality Reports as required per project to uncover defects and allowing or denying product release.
Familiarizing yourself with all products and specifications that the company provides.
Processing of purchase orders, payment request and review invoices for accuracy and approval for payment.
Oversee all procedures for logistics in import/export of shipments, including pick up, delivery and clearing customs.
Provide weekly update to Director of Operations pertaining to project functions

KNOWLEDGE, SKILLS AND ABILITIES REQUIRED:
Strong computer skills, including but not limited to MS Office, Photoshop, Autocad, and On-Screen Takeoff - a PLUS
Excellent relationship building skills.

EDUCATION AND OR EXPERIENCE
Education Requirements: Associates Degree or Higher.
Experience: Minimum of 2 years of experience in interior design, architecture, or a purchasing role",TBD,full-time
https://newyork.craigslist.org/que/egr/d/junior-estimator-lic/6495155824.html,Junior Estimator (L.I.C),L.I.C,"Currently seeking a Junior Estimator with at least 0-2 years experience in construction, with a focus on GLASS. The ideal candidate needs to be a self-starter, a team-player and have excellent organizational and communication skills.

Duties:
Attend pre-bid meetings, site-visits, walk-throughs, job inspections, and coordination meetings.
Read and interpret drawings and specs.
Develop project scope and man power, material and equipment breakdowns.
Develop submittals.
Order materials and equipment.
Visit ongoing jobsites to verify status of estimates vs. project status.
Skills:

Communicate with management and field personnel
Ability to meet deadlines
Proficient with word and excel
Proficient in blue print reading and take-offs
Great attention to detail
Flexible
Ability to work independently on multiple projects
Ability to prioritize to meet deadlines.


Open House Feb 16th 2017 

10am-2pm",Salary 40k a year,full-time
https://newyork.craigslist.org/mnh/egr/d/interior-architect-intern-for/6494979770.html,Interior architect ( intern) for trendy design studio - Hoho,SoHo,"POSITION: 
looking for an outstanding architect focusing on interior architecture, willing to work on small hip interiors projects, and build a great portfolio


REQUIREMNETS:

- able to work independently, remotely and on a flexible schedule
- 2 years experience designing, drafting interiors residential





TASK LIST
- preparing 1/4"" and 1/2"" drawings for Contractors, tabloid size ( super well organized and sealed Cad drawings)
- sourcing all materials,  furniture, lighting etc... place and follow up with orders, billings etc..
- able to direct contractors on small projects, supervising constructions and execution of details



WHAT IS IN FOR YOU

unique experience in a small, trendy,  design studio in Soho
work flexible and remotely
great opportunity to build an amazing, trendy portfolio very  quickly
media exposure


DETAILS
this is a part time position, intern  with flexible schedule
pay commensurate with  experience

How to apply
linkedin profile, or alternative social media account
a set of construction drawings for a small residential project in Manhattan",TBD,part-time
https://newyork.craigslist.org/que/egr/d/autocad-draftsperson/6495299721.html,AutoCAD Draftsperson,"Bayside, NY","A Fire/ Kitchen Suppression Company located in Bayside, NY is seeking to hire an entry level full time AutoCAD draftsperson. Ideal candidate must be proficient with AutoCAD commands, along with the basic knowledge of Microsoft office and good communication skills.

Qualifications Leading to Success:
o Proficient with AutoCAD 2018
o Mechanical drafting - Develop industrial mechanical suppression equipment designs based on project requirements.
o Prints applicable drawings and specifications of layouts for bidding purposes.
o Performs other drafting tasks.
o Oral and written communication skills
o Math Aptitude
o Reads and responds to email correspondence as needed.
o Professional and Self-motivated

We offer a comprehensive benefit package, with medical insurance and 401k.
please send resume.",entry level,full-time
https://newyork.craigslist.org/mnh/egr/d/nyc-interiors-construction/6495326902.html,NYC Interiors Construction Junior Estimator,New York,"King Rose Construction (www.kingroseny.com) is an entrepreneurial, growing NYC general contractor specializing in commercial build outs in the 5 boroughs. Our clients include Columbia University, NASA, The LeFrak Organization, RXR, Dish Network and many other detail oriented and exceptional organizations. 

We are currently looking for an experienced estimator to join our Estimating team in our midtown office. Responsibilities include: 

- RFP and Bid Document analysis
- Quantity take-offs 
- Solicitation of subcontractors 
- Distribution of Bid Documents
- Subcontractor scope review
- Time and material pricing for general trade work performed by King Rose personnel 
- Preparation of change orders
- Communicate with Subs/Suppliers/Clients

Requirements

Education:
Bachelor's Degree preferably in Architecture, Engineering or Construction Management.

Software:
Take-off Software
Excel

Experience:
Minimum two year estimating experience, preferably in NYC 
Knowledge of architectural plans and/or construction terminology

Compensation:
Profit sharing 
Family Health benefits 
401K
Annual raises 
Salary commensurate with experience
Opportunity for financial, professional and personal growth",Commensurate with experience,full-time
https://newyork.craigslist.org/mnh/egr/d/3mo-offer-junior-intern/6495402435.html,3mo Offer - Junior/ Intern Architect with REVIT skills for 1st hire,Financial District,"A young firm of one, five months old, is looking for its first short-term (3mo), full-time hire. Specializing in primary residence and small to mid-sized commercial projects in the New York region and currently working on about 80k sqft of office space which will be your first immediate project. 

If you're curious as to what it's like to start your own company, have start-up experience, and see both front and back of house operations within a firm continue reading or if you simply enjoy the idea of an office space that comes with a free gym membership where you can appreciate a yoga class in the middle of the day continue.

As a junior architect/designer, you will participate in projects from inception through to completion, learning how to take initial ideas and program and turn them into finished work. In addition to everything else that a young startup requires of its employees ranging from client meetings, contribute to the design process, manage the development of the project and the preparation of construction documents, attend construction meetings, and interact with the contractor.  

Please only apply if you meet the following qualifications:

A desire to work in a small, (1 person with you it'd make 2)
Prior experience working independently as well as in a supervised environment.
Professional degree and strong academic history.
Prior experience with high-end residential or commercial projects in NYC is desirable but not required.
Prior experience with Revit, (see below), and skill with learning new software.
Currently residing in NYC area and available for immediate 3month full-time employment with the potential to stay on should the jobs continue to come through the door.
Legal authorization to work in the US.
We are an all-Revit firm and position requires prior experience with Revit and an interest/desire to become proficient in the software in addition to an adept knowledge of the Adobe Suite. The firm principal will provide some guidance, but the individual should be motivated to develop their own expertise in advanced Revit features through exploration of the software and readily available online tools, forums, etc.

Qualified candidates should respond with resume and sample work in pdf format no larger than 5mb. Include a brief explanation of your Revit experience. We apologize, but we are only able to respond to those we are interested in interviewing.",based on experience,contract
https://newyork.craigslist.org/mnh/egr/d/energy-efficiency-clean/6495427262.html,Energy Efficiency - Clean Energy Outreach Specialist,Midtown West,"ERS has an immediate opening for an Energy Efficiency - Clean Energy Outreach Specialist with excellent customer skills to support activities in New York State.

We are looking for an outgoing self-starter with strong technical, communication, and interpersonal skills to interface with commercial and industrial customers at their facilities and guide them through the process of identifying energy efficiency or distributed energy projects and participating in New York's energy efficiency programs. Some travel will be expected.

The ideal candidate must be customer focused, have experience working with commercial building systems or manufacturing/industrial process systems, be effective in communicating with all levels of management and operations staff (from the CFO to the maintenance manager), and understand the decision-making process for capital equipment purchases. Prior experience in commercial facilities or industrial/manufacturing settings is required. Experience with energy efficiency programs and assessment and a technical background are preferred. Excellent writing, communications, presentations and customer-relationship development skills are mandatory. Familiarity with Tableau/GIS and relevant demographic/building datasets a benefit.

The Outreach Specialist will be responsible for: 
•	Developing strong relationships and deep engagement with commercial and industrial customers for energy-related projects and improvements
•	Providing customer support and programmatic assistance to facility owners and operators associated with participation in state energy efficiency or distributed energy programs 
•	Connecting with vendors and industry partners to identify potential energy efficiency projects for customers
•	Working with staff engineers to provide technical review and assessment of energy-related projects, conduct/direct site surveys, and analyze efficiency measures
•	Preparing comprehensive reports with detailed findings

If you desire to work for a progressive, dynamic, growing company where you can make substantive contributions, please email your resume and cover letter, or visit us on the web at www.ers-inc.com. ERS offers competitive salaries and a comprehensive benefits package. 

About ERS:
ERS is a progressive, energy efficiency engineering and consulting firm with growing offices in New York (NYC and Albany); N. Andover, MA (Metro Boston area); Portland, OR; Santa Clara, CA; Hartford, CT; and Augusta, ME, servicing clients regionally, nationally, and internationally. ERS's areas of specialization include energy efficiency program design and administration, efficiency program evaluation services, energy efficiency and industrial process assessments and implementation support, technology assessment, green building/sustainability services, premium efficiency lighting design, energy code compliance, commissioning services, and other activities supporting energy efficiency and sustainability initiatives.",Based on Experience,full-time
https://newyork.craigslist.org/mnh/egr/d/architect-with-2-years-exp/6495531967.html,Architect with 2 years exp.,,"Freyer Collaborative Architects is an architectural design  firm located in downtown Manhattan working on projects primarily in New York City but also around the globe. 
We pride ourselves on being able to provide great design for our clients.  We are a full service architectural firm offering our clients all services from design through CA.  We are looking for someone who will be able to hit the ground running and who has experience preferably working in New York City, although this is not required.  Our criteria are as follows:

•	2 years of experience as an architectural designer, with a focus primarily on high end residential and commercial interiors as well as some ground up work.
•	Working knowledge of the design process, including compiling a set of construction drawings.
•	Outstanding conceptual 3 dimensional thinking and graphic presentation skills
•	Ability to detail.
•	Computer skills must include AutoCAD, Photoshop and Illustrator.  SketchUp important and Revit is a plus.
•	Flexibility to focus on a single client  or multiple, concurrent projects in various stages of development.
•	Ability to work well independently and in a team environment
•	Ability to communicate design ideas and direction quickly
•	Strong leadership, organization, communication and relationship management skills
•	Bachelors or Masters degree in Architecture from an accredited school.
The full-time, permanent position offers competitive salary, medical and dental coverage, retirement plan. We offer paid time off plus paid holidays.

Submissions without a portfolio will not be considered.  Please keep submissions of less than 10 MB. The candidate must currently live in the New York area and be legally eligible to work in the United States.  Position is for immediate hire.
A sample of our work can be viewed on our website at www.freyerarchitects.com


Send all submissions to resume@freyerarchitects.com",Commensurate With Experience,full-time
https://newyork.craigslist.org/que/egr/d/seeking-architects/6495553464.html,Seeking Architects,Long Island City,"The Long Island City studio of di Domenico + Partners, a midsized NYC Architecture/Landscape Architecture Design firm, seeks:
 
Junior Architect: 3+ years of experience
The primary duties of the Junior Architect will be to provide project participation in all phases of design including Concept Design, Design Development, Construction Documents and Construction Administration. The candidate will be expected to understand and develop aspects of working drawings and details. The following is required of the candidate:

•	Bachelor's or Master's degree in Architecture (professional degree only)
•	3+ years of experience
•	Proficiency in AutoCAD 2014 or later and BIM (Revit) project experience
•	Experience with Adobe Suite and rendering programs (3D Max or Rhino are preferred)
•	Experience with Microsoft Office (Word, Excel, PowerPoint)

Mid-Level Architect: 5 to 15 years of experience
The primary duties of the Mid-Level Architect will be to provide project participation in all phases of design including Concept, Design Development, Construction Documents and Construction Administration. The candidate must have design / production experience with knowledge of architectural working drawings / details. The following is required of the candidate:

•	Licensure in New York State is preferred 
•	Bachelor's or Master's degree in Architecture (professional degree only) 
•	5 to 15 years of experience 
•	Proficiency in AutoCAD 2014 or later with BIM experience a plus 
•	Ability to coordinate the work of a multi-disciplinary team throughout all phases of a project 
•	Ability to review submittals, respond to RFIs, and issue bulletins 
•	Self-motivation and the ability to work independently with minimal supervision
•	Experience with Microsoft Office (Word, Excel, PowerPoint) and other graphic / design software including the Adobe Design Suite 
•	Excellent written and verbal communication skills 
•	Ability to effectively communicate, collaborate and coordinate in the design studio

Preferred project experience includes K-12 schools, higher-education projects, design of large-scale public projects (transit stations, convention centers, and similar).

Experience and interest in sustainable design/documentation and LEED is strongly encouraged, with applicable accreditations preferred.

Email resumes and examples of work to the ""Reply"" address above.

di Domenico + Partners, LLP is an equal opportunity employer. The firm offers a full benefits package including health insurance, dental and vision insurance, and 401(k) retirement plan.

Also see other openings at:",competitive,full-time
https://newyork.craigslist.org/mnh/egr/d/energy-efficiency-energy/6495448901.html,Energy Efficiency - Energy Engineer,Midtown West,"•	If you desire to work for a progressive and expanding company that is committed to making a positive contribution to society and provides a hardworking, yet casual work environment that encourages individual initiative, then ERS is looking for you.

ERS is an energy engineering and consulting firm specializing in the assessment and implementation of energy efficiency, renewable energy, and sustainability programs. For nearly twenty years ERS has been leading efforts to promote a healthy economy and environment by guiding business, industry, government, and utilities in the efficient use of resources and the advancement of sustainable practices.

We are currently seeking Project Engineers for our office in the Boston area. The successful candidates will have three or more years of energy engineering experience that includes knowledge of energy systems, energy efficiency, renewable energy, and sustainable practices for commercial and industrial facilities. Experience in efficiency program administration, project management, and measurement and verification of energy-related projects is highly desirable. ERS Project Engineers will be responsible for: 

•	Conducting and/or directing site surveys 
•	Overseeing the deployment of instrumentation such as power meters and data loggers to measure equipment energy performance
•	Performing engineering analysis of efficiency measures
•	Preparing comprehensive reports with detailed analytical findings
•	Providing technical assistance to facility owners and operators and conducting technical review and assessment of energy-related projects
•	Conducting customer education and outreach on behalf of our utility clients
•	Supporting energy efficiency program efforts including design, development, and delivery services

The ability to work closely with customers, vendors, and efficiency program administrators is essential. A bachelor's degree in Mechanical Engineering is preferable, excellent communication, writing, and computer skills are mandatory. Certification as an Engineer-in-Training or CEM, a Professional Engineer's license, or a master's/advanced degree is preferred. 

ERS offers a competitive salary commensurate with experience and background, a comprehensive benefits package, and an excellent opportunity for growth. To be considered for the position of Project Engineer, please email your resume with a cover letter explaining your interest in working for ERS in the field of energy engineering. No Recruiters please.",Based on Experience,full-time
https://newyork.craigslist.org/mnh/egr/d/architects/6495621636.html,Architects,Chelsea,"Anthony Johnson Architect LLC is design-oriented firm with a portfolio of quality projects. We work in a collaborative and congenial atmosphere conducive to professional growth. Salaries are competitive and commensurate with each candidate's capabilities and experience.  

We seek motivated individuals with architectural degrees and 2 to 7 years experience to fill a variety of positions. Please visit our web site at www.rosenjohnson.com
and send resumes to: anita@Ajohnsonarchitects.com",Base on experience,full-time
https://newyork.craigslist.org/brk/egr/d/estimator-for-architectural/6496289174.html,Estimator for Architectural Glass Company Needed!!,,Experienced estimator needed to assist our lead estimator. Must be able to do take-offs from architectural drawings. Knowledge and experience in glazing industry a must.  AutoCad knowledge is a plus. Please respond with your resume.,Commensurate with experience,part-time
https://newyork.craigslist.org/wch/egr/d/water-and-wastewater-design/6496296044.html,Water and Wastewater Design Engineer,Tarrytown,"Our Consulting Engineering firm has been successfully serving the engineering needs of public and private sector clients for more than 75 years. Over the past Seven decades we have been instrumental in helping local governments and private industry to address sanitary and environmental concerns, as well as other engineering needs associated with residential and commercial expansion. We are also skilled at working in partnership with other engineering firms that require supplemental assistance in Municipal Engineering Services, Water Services, Wastewater Services, Construction Management Services, and Environmental Services.
 
Job Description:
 
Seeking a talented and experienced Water and Wastewater Design Engineer who has had involvement with all aspects of design, planning and construction administration. The successful candidate will be required to travel for inspection and monitoring of project sites (15-20% travel expected).
 
Qualification/Skill Requirements:
 
•	Project involvement and/or supervision of water planning and design projects, water planning, design and construction engineering services.
•	Proficiency in preparing design reports, construction drawings and specifications for a variety of civil engineering   projects including water systems, sanitary sewers, and drainage analysis.
•	Coordination with other engineering and architecture departments within the firm. 
•	Capable of coordinating and supervision of construction of projects.
•	Experience in developing budgets, preparing facility plans, conceptual designs and writing proposals.
•	Experience in preparing engineering reports.
•	Experience in completing permitting requirements
•	Experience with software like HEC-RAS, HEC-HMS, WaterCAD, Infowater, HydroCAD, Autodesk storm & sanitary analysis.
•	Relationship building and communication directly with clients in support and coordination of all project activities. 
•	Strong math, analytical, and problem solving ability.
•	Ability to conduct meetings and presentations with associates from all levels of management.
•	Responsible for the on-time, on budget, high quality client and technical delivery of all project requirements.
•	Technology implementation; financial performance; cost proposals and project financial performance.
 
Education / Experience:
 
•	Minimum of 4 to 8 years' experience in the design and construction inspection of water treatment facilities, pipelines, storage tanks and pumping systems is required.
•	4 Year B.S. in Civil Engineering or Masters in Civil/ Environmental Engineering preferred.
•	E.I.T. required, Ability to obtain PE. 
•	A strong academic record and good engineering experience in project management.",Based on Experience,full-time
https://newyork.craigslist.org/mnh/egr/d/residential-sr-project/6495586073.html,Residential Sr. Project Manager - Construction,Midtown West,"Manhattan based mid-size construction company is seeking a Sr. Project Manager to manage multiple high-end multi-million dollar projects.


Salary based on experience
Immediate Start

Qualifications:
Bachelor's degree
Minimum of 7-10 years project management experience.
**Especially high end residential**
Must have excellent time management, organizational and communication skills.
Able to direct and manage multiple projects from beginning to end
Identify and manage project dependencies and critical paths


Requirements:
High-end Residential/Townhouses
Proficient with: MS Office, Excel, & Projects
Job list
Provide 3-5 STRONG references from owners & architects from your job list",BOE,full-time
https://newyork.craigslist.org/que/egr/d/architect/6496386869.html,ARCHITECT,Long Island City,"A Long Island City architectural firm is seeking an Architect with about 5 years experience. 
Desired Skills and Experience
•	Job requirements call for scope preparation, documentation, construction administration and alteration work, Technical aptitude is a plus.  

Responsibilities will include
•	Project Management
•	Preparing drawings and specifications
•	Construction Administration (field work)
•	Preparing meeting notes and field reports

We have a low key friendly informal office environment and we welcome your input. Our office works on interesting restorations, alterations and consulting work, regulatory filings and expediting. 
Interested candidates should submit a resume, work samples and salary requirements via email to arch.employee.search@gmail.com.
Our office offers generous benefits which include 401K/profit sharing plan, health care contributions and annual bonuses.","Generous benefits which include 401K/profit sharing plan, health care contributions and annual bonuses.",full-time
https://newyork.craigslist.org/brk/egr/d/landscape-designer-2-3-years/6496340874.html,Landscape Designer (2-3 years Experience),Brooklyn,"VERDANT is looking for a Landscape Architect/Designer with high-end residential project experience in NYC to join our talented and dynamic team. We are passionate about what we do each day and appreciate a good sense of humor in an exciting, at times, fast-paced industry.

The ideal candidate has 2-3 years of professional experience, possesses outstanding verbal, written and graphic communication skills, a positive attitude and a passion for landscape design within the design build framework.

Project experiences will be diverse as we work at many different scales and locations, ranging from roof top terraces, townhouses, to larger landscapes outside the city.

Who:

- Landscape architects/Designers with experience in high-end residential Landscape Design
- Architects with crossover experience in Landscape Design or Architects who have started the transition into the Landscape Design field
- Designers who have Design as well as Build experience


Experience and skills needed:

• 2+ years Landscape Design and project management experience, from broad conceptualization through construction documentation and administration.
• Completed a minimum of 2 built projects requiring multi-disciplinary collaboration and coordination, (including architects, building boards, structural engineers, technical consultants)
• Ability to work independently with little supervision
• Experienced with client interaction
• Knowledge of typical building techniques in the Landscape Design framework
• Hands-on, technical knowledge highly desired
• Basic horticultural knowledge
• Knowledge of DOB, Landmarks Preservation and Building board submissions
• Working knowledge of AutoCAD R2015, Sketch-up, Photoshop, In-Design, Illustrator; Rhino, 3D Max a plus but not essential
• Valid work permit (we don't sponsor!)

Please send resume, portfolio and cover letter to inga@verdantgardens(dot)com

For more information about us, please visit : www.verdantny.com
No phone calls please! No recruiters please!",Commensurate with experience,full-time
https://newyork.craigslist.org/brk/egr/d/project-architect-engineer/6496452342.html,Project Architect/ Engineer Facade Restoration,Manhattan,Construction company is looking for to the a project architect/office coordinator or engineer with 5 to 10 years of restoration and waterproofing experience Facade and roofing,"120,000 and up",full-time
https://newyork.craigslist.org/que/egr/d/draftsperson-cabinet-vision/6496722970.html,Draftsperson / Cabinet Vision Programmer,,"State of the art NYC-based high end millwork shop seeks unique professional to assume a key leadership role in its Drafting department. 

Job responsibilities include:

- Work with other team members to review project scope and requirements 
- Produce shop drawings for multiple projects concurrently 
- Implement Cabinet Vision as a tool utilized throughout projects

Experience:

 - Strong technical and working knowledge of custom cabinetry design and fabrication
 - CNC programming experience preferred (will train)
 - Cabinet Vision software experience preferred (will train)

We seek a career minded individual who possesses strong interpersonal, written and verbal communication, computer, and organizational skills.

If you have the skill, desire and commitment to work with an entrepreneurial organization in growth mode, please send us your resume with cover letter and salary requirements.

Competitive salary and benefits.

EOE M/F/V/D/SO",provide salary requirements,full-time
https://newyork.craigslist.org/que/egr/d/draft-man-estimator-assistant/6496758699.html,Draft man/estimator/assistant project manager.,Ridgewood,"We are currently seeking a person for full time position as a draft man/estimator/assistant project manager. We specialize in installation of; windows, glass doors, glass partitions, glass railings, shower enclosures, mirrors and ornamental metals. Knowledge in glass and metal trade not required but helpful. Person must have general knowledge in construction, must know how to read architectural drawings and be able to develop shop drawings using AutoCad. Prior work experience with QuickBook and Excel very helpful. Daily task is to prepare shop drawings, take-offs, estimates and to write proposals. Please call from 8am-5pm.",T.B.D.,full-time
https://newyork.craigslist.org/mnh/egr/d/project-architect-needed/6496828055.html,Project Architect Needed - Design Build Firm,Financial District,"Design office needs project architect with strong design skills and sensibility. 
Three to five years of prior experience required.

The candidate must be able to draft well (we use both AutoCAD & Revit, latest versions).
Knowledge of construction documents and the ability to compile a set of drawings is a must.
A working knowledge of V-Ray and Rhino is a plus.  

Most of our projects are residential. There is a fair share of commercial/retail work too.

With your resume, please indicate your experience level and interests in a cover letter.  
Please indicate your current hourly rate.",Hourly rate determined during interview.,full-time
https://newyork.craigslist.org/mnh/egr/d/design-build-group-interior/6496199278.html,Design Build Group - Interior Designer w/ Experience,,"We are a Design Build Group that has been growing since day 1. We believe our success is due to our incredible team and we are now eager to find the newest team player. We are a very diverse and multifaceted design build company with many different aspects to our company. We do everything from Conception to Final Product.

Our current projects consist of Restaurants, Residential, & Commercial work. We are searching for a designer who has a minimum of 7 years experience in New York in both residential and commercial projects.

This opportunity is for someone who wants longevity and growth in their career. We are a young company that has seen tremendous growth since our first week. We believe that our growth is due to our the integrity and work ethic of each employee in the company. 

Requirements
- Positive Mental Attitude
- Fluent in Autocad
- 7 Years Experience in NY
- Project Management Experience

For More information about this role please email us your resume and portfolio.

Interior Designer, Architect, Sr. Designer, Project Manager, New York, New York City, Manhattan",DOE - Salary/Commission/Bonuses,full-time
https://newyork.craigslist.org/mnh/egr/d/electrical-estimator-for/6519563933.html,Electrical Estimator for Local #3 Electrical Contractor,Upper East Side,"Manhattan based Local #3 IBEW electrical contractor specializing in large commercial and public projects seeks highly motivated junior and senior estimators.  Junior estimators roll will be to work under the supervision of the lead and/ or chief estimator assisting in the process of providing accurate quotations.  Senior estimators will be expected to provide a complete proposal with minimal or no supervision.  Benefits:  Local #3 ADM benefits package, Competitive compensation, Opportunity for growth within the organization.  Requirements:  Must have at least 2 years electrical background, Ability to read and understand blueprints, Electrical estimating software experience a plus.",Commensurate with experience,full-time
https://newyork.craigslist.org/mnh/egr/d/junior-architect-with-2-3/6497289699.html,Junior Architect with 2-3 years of experience,REMOTE,"Small hands-on Architectural Studio is looking for a part-time junior architect with 2-3 years of experience to work remotely, on both design and technical tasks. 
Project type: High end residential and commercial interiors 
Must be able to manage time/tasks and meet deadlines.
Proficient in; CAD, SKETCHUP, REVIT and RHINO.
For immediate consideration, please email resume and work sample, both design and technical in PDF format.",PER TASK,contract
https://newyork.craigslist.org/que/egr/d/draftsperson/6497340373.html,DRAFTSPERSON,QUEENS,"Architecture firm specializing in residential development has opening for a full time position with the following requirements:
1. Degree in architecture or engineering
2. Proficiency in Autocad
3. Thorough knowledge of NYC Building Code and Zoning Resolutions
4. Filing Representative Class II is a plus",Competitive salary will be offered,full-time
https://newyork.craigslist.org/wch/egr/d/senior-millwork-estimator/6497370081.html,Senior Millwork Estimator,Westchester,Custom Millwork Contractor both residential and commercial is looking to hire an experienced senior estimator with a minimum of 5 years experience bidding projects.  Must have excellent knowledge of excel/word/office,Depends on experience,full-time
https://newyork.craigslist.org/mnh/egr/d/expediter-real-estate/6497397925.html,Expediter- Real Estate,Midtown,"Architectural consulting firm is seeking an Expediter for a New York City office. 

Our company is interested in hiring a class 1 or class 2 Expediter who posses excellent communication and time management skills, with a commitment to meeting corporate deadlines and receiving critical orders on time. Work environment may vary between an office setting and field DOB work. 

Responsibilities include but are not limited to:
 •         Preparing & Filing Alteration type 1 & 2 filings. 
•         Preparing & Filing LOC packages
•         Preparing & Filing Initial and renewal of TCO's
•         Preparing & obtaining initial and permit renewals
•         Preparing & submitting Certificate of correction for violations
•         Scheduling Inspections

Qualifications:
•         0-3 years' experience
•         Self-motivated and organized with the ability to prioritize multiple tasks
•         Must be able to improvise in stressful situations to ensure the timely completion of all tasks
•         Must have reliable transportation
•          Be able to work in non-office settings
•         General knowledge of construction processes
•         Able to communicate effectively, both verbally and in writing

**We will train the right candidate 


To apply please send resume",Salary based upon experience,full-time
https://newyork.craigslist.org/mnh/egr/d/project-manager-for-bids/6497714160.html,Project Manager for bids/offers for NYCSCA,,"Experience with bids/offers for New York City School Construction Authority's is a must.
Our New York Construction Office in Astoria, Queens is seeking candidates for a full time Project Manager for bids/offers starting immediately. 
Candidate must have basic understanding of all phases of a project to work on. 
Ideal candidate should have excellent communication skills, the ability to multi-task in a fast-paced environment, and be able to work with other team members to meet project goals and client expectation.",TBA,full-time
https://newyork.craigslist.org/brk/egr/d/professional-wanted/6497743605.html,Professional wanted,NYC,Looking for design professionals within the architectural and engineering industry for the purpose of navigating drawings and plans from concept to realization for review and filing with municipal agencies,Per Project Basis.,contract
